연번,고유번호,정류소명,정류소주소,읍면동,시설구분
1862,10710,한국가스공사 건너,충청남도 아산시 배방읍 휴대리 408,배방읍,유개승강장
1863,10719,대흥1리어촌,충청남도 아산시 선장면 대흥리 266-27,선장면,표지판
1864,10720,대흥1리어촌,충청남도 아산시 선장면 대흥리 266-27,선장면,유개승강장
1865,10721,매곡2리,충청남도 아산시 탕정면 매곡리 617-19,탕정면,유개승강장
1866,10722,매곡2리,충청남도 아산시 탕정면 매곡리 620-6,탕정면,유개승강장
1867,10723,매곡1리마을회관,충청남도 아산시 탕정면 매곡리 579-12,탕정면,유개승강장
1868,10724,매곡1리마을회관,충청남도 아산시 탕정면 매곡리 579-12,탕정면,유개승강장
1869,10725,시외버스터미널 환승정류장,충청남도 아산시 모종동 372-9,온양3동,유개승강장
1870,10726,시외버스터미널(환승정류장),충청남도 아산시 모종동 372-9,온양3동,유개승강장
1871,10727,선장사거리,충청남도 아산시 선장면 군덕리 50-64,선장면,유개승강장
1872,10728,선장사거리,충청남도 아산시 선장면 군덕리 50-64,선장면,표지판
1873,10729,현충사(아산방면),충청남도 아산시 염치읍 백암리 265-24,염치읍,표지판
1874,10730,현충사(천안방면),충청남도 아산시 염치읍 백암리 264-28,염치읍,표지판
1875,10731,한성2차아파트,충청남도 아산시 모종동 634,온양3동,표지판
1876,10732,초원2차아파트,충청남도 아산시 좌부동 85-15,온양6동,시설없음
1877,10733,초원1.2차아파트,충청남도 아산시 좌부동 84-7,온양6동,시설없음
1878,10734,성모복지원앞,충청남도 아산시 영인면 성내리 49-1,영인면,표지판
1879,10735,성모복지원앞,충청남도 아산시 영인면 성내리 933,영인면,표지판
1880,10736,초원아파트입구,충청남도 아산시 음봉면 덕지리 64-5,음봉면,시설없음
1881,10737,모종2통입구,충청남도 아산시 모종동 89-5,온양3동,유개승강장
1882,10738,모종2통입구,충청남도 아산시 모종동 641,온양3동,유개승강장+표지판
1883,10739,배방환승정류장,충청남도 아산시 배방읍 공수리 550-22,배방읍,유개승강장
1884,10740,배방환승정류장,충청남도 아산시 배방읍 공수리 46-41,배방읍,유개승강장
1885,10741,한성아파트정문,충청남도 아산시 배방읍 휴대리 446,배방읍,유개승강장
1886,10742,인주농협하나로마트,충청남도 아산시 인주면 밀두리 218-6,인주면,유개승강장+표지판
1887,10743,인주농협하나로마트,충청남도 아산시 인주면 밀두리 218-1,인주면,표지판
1888,10744,신일아파트,충청남도 아산시 염치읍 송곡리 61-4,염치읍,시설없음
1889,10746,하나마이크로앞,충청남도 아산시 음봉면 원남리 99-2,음봉면,유개승강장
1890,10747,하나마이크로앞,충청남도 아산시 음봉면 원남리 98-8,음봉면,유개승강장
1891,10748,시전1리,충청남도 아산시 도고면 시전리 453-1,도고면,표지판
1892,10749,신유리,충청남도 아산시 도고면 신유리 120-8,도고면,표지판
1893,10750,신항1리입구,충청남도 아산시 둔포면 신항리 68-54,둔포면,표지판
1894,10751,신운1리마을회관,충청남도 아산시 영인면 신운리 554-4,영인면,유개승강장+표지판
1895,10752,LH4차아파트,충청남도 아산시 배방읍 장재리 1986,배방읍,유개승강장
1896,10753,LH4차아파트,충청남도 아산시 배방읍 장재리 1986,배방읍,유개승강장
1897,10754,행목2리입구,충청남도 아산시 신창면 창암리 99-1,신창면,표지판
1898,10755,신유리,충청남도 아산시 도고면 신유리 120-8,도고면,표지판
1899,10756,삼거리입구,충청남도 아산시 음봉면 삼거리 246-12,음봉면,표지판
1900,10757,삼거리입구,충청남도 아산시 음봉면 삼거리 246-12,음봉면,표지판
1901,10758,평촌리회쟁이,충청남도 아산시 송악면 평촌리 443-3,송악면,표지판
1902,10759,평촌리회쟁이,충청남도 아산시 송악면 평촌리 538,송악면,시설없음
1903,10760,배방농협월천지점,충청남도 아산시 배방읍 북수리 50-6,배방읍,유개승강장
1904,10761,배방농협월천지점,충청남도 아산시 배방읍 북수리 50-6,배방읍,유개승강장
1905,10762,신통1리,충청남도 아산시 도고면 신통리 291-3,도고면,시설없음
1906,10763,신통1리,충청남도 아산시 도고면 신통리 291-3,도고면,표지판
1907,10764,시전리,충청남도 아산시 도고면 시전리 467-1,도고면,시설없음
1908,10765,시전리,충청남도 아산시 도고면 시전리 467-1,도고면,표지판
1909,10766,해암3리마을회관,충청남도 아산시 인주면 해암리 358-4,인주면,유개승강장+표지판
1910,10767,해암3리마을회관,충청남도 아산시 인주면 해암리 358-4,인주면,시설없음
1911,10768,대흥3리복지회관,충청남도 아산시 선장면 대흥리 353-23,선장면,시설없음
1912,10769,대흥3리복지회관,충청남도 아산시 선장면 대흥리 353-23,선장면,유개승강장+표지판
1913,10770,시전1리,충청남도 아산시 도고면 시전리 453-1,도고면,시설없음
1914,10771,시전1리 입구,충청남도 아산시 도고면 시전리 488,도고면,시설없음
1915,10774,삼도공조,충청남도 아산시 음봉면 산정리 244-3,음봉면,표지판
1916,10775,초사리 갱티입구,충청남도 아산시 초사동 15-2,온양5동,표지판
1917,10776,갈매리입구,충청남도 아산시 배방읍 갈매리 473,배방읍,표지판
1918,10777,갈매리입구,충청남도 아산시 배방읍 갈매리 473,배방읍,표지판
1919,10778,매곡1리,충청남도 아산시 탕정면 매곡리 532-10,탕정면,시설없음
1920,10779,와산2리마을회관,충청남도 아산시 도고면 와산리 250-1,도고면,시설없음
1921,10780,의식리,충청남도 아산시 음봉면 의식리 40-6,음봉면,시설없음
1922,10781,백암3리 마을회관,충청남도 아산시 염치읍 백암리 214-3,염치읍,시설없음
1923,10782,이지더원7 8차 아파트,충청남도 아산시 둔포면 석곡리 1838,둔포면,시설없음
1924,10783,이지더원7 8차 아파트,충청남도 아산시 둔포면 석곡리 1838,둔포면,유개승강장
1925,10786,용연한글마을,충청남도 아산시 배방읍 장재리 1234,배방읍,표지판
1926,10787,용연한글마을,충청남도 아산시 배방읍 장재리 1234,배방읍,표지판
1927,10788,이지더원7 8단지,충청남도 아산시 둔포면 석곡리 1810 701동 앞,둔포면,스마트승강장
1928,10789,이지더원7 8 단지아파트,충청남도 아산시 둔포면 석곡리 1805 802동 앞,둔포면,유개승강장
1929,10790,일성아파트,충청남도 아산시 온천동 1232-2,온양1동,표지판
1930,10791,남동입구,충청남도 아산시 배방읍 공수리 1064,배방읍,유개승강장+표지판
1931,10792,음봉초등학교,충청남도 아산시 음봉면 삼거리 285-4,음봉면,시설없음
1932,10793,아산시공설봉안당,충청남도 아산시 송악면 거산리 406-4,송악면,시설없음
1933,10794,음봉교차로,충청남도 아산시 음봉면 동천리 266,음봉면,시설없음
1934,10795,인주중학교,충청남도 아산시 인주면 밀두리 38-4,인주면,표지판
1935,10796,양지뜸,충청남도 아산시 도고면 와산리 433(296-10 건너편),도고면,시설없음
1936,10797,탕정역,충청남도 아산시 탕정면 매곡리 245,탕정면,유개승강장
1937,10798,한들물빛 예미지 서문,충청남도 아산시 탕정면 매곡리 318-2,탕정면,유개승강장
1938,10799,한들물빛 하늘채,충청남도 아산시 탕정면 매곡리 318-2,탕정면,유개승강장
1939,10800,한들물빛 예미지,충청남도 아산시 탕정면 매곡리 334-1,탕정면,유개승강장
1940,10801,한들물빛중학교,충청남도 아산시 탕정면 매곡리 366-1,탕정면,유개승강장
1941,10802,인추골,충청남도 아산시 도고면 신유리 178-1,도고면,유개승강장+표지판
1942,10803,인추골,충청남도 아산시 도고면 신유리 178-1,도고면,표지판
1943,10804,LH7단지아파트,충청남도 아산시 배방읍 세교리 1035-8,배방읍,유개승강장
1944,10805,lh7단지아파트건너,충청남도 아산시 배방읍 세교리 1513,배방읍,유개승강장
1945,10806,북수2리 주택단지,충청남도 아산시 배방읍 북수리 1922,배방읍,표지판
1946,10807,북수2리 주택단지,충청남도 아산시 배방읍 북수리 1922,배방읍,표지판
1947,10808,백암3리,충청남도 아산시 염치읍 백암리 263-38,염치읍,표지판
1948,10809,백암3리,충청남도 아산시 염치읍 백암리 263-38,염치읍,표지판
1949,10810,지웰시티3단지정문,충청남도 아산시 탕정면 매곡리 295,탕정면,유개승강장
1950,10811,지웰시티 2단지정문,충청남도 아산시 탕정면 매곡리 462,탕정면,유개승강장
1951,10812,한들물빛 초등학교,충청남도 아산시 탕정면 매곡리 1535,탕정면,유개승강장
1952,10816,세교초등학교,충청남도 아산시 배방읍 세교리 1623,배방읍,유개승강장
1953,10817,e편한세상퍼스트드림,충청남도 아산시 배방읍 세교리 1623,배방읍,유개승강장
1954,10818,lh14단지,충청남도 아산시 배방읍 세교리 1644,배방읍,유개승강장
1955,10819,lh14단지 건너,충청남도 아산시 배방읍 세교리 1644,배방읍,유개승강장
1956,10820,이순신고등학교,충청남도 아산시 배방읍 세교리 392,배방읍,유개승강장
1957,10821,lh15단지,충청남도 아산시 배방읍 세교리 1644,배방읍,유개승강장
1958,10822,lh15단지 건너,충청남도 아산시 배방읍 세교리 1644,배방읍,유개승강장
1959,10823,유원대학교입구,충청남도 아산시 음봉면 동암리 65-17,음봉면,표지판
1960,10824,유원대학교입구,충청남도 아산시 음봉면 동암리 65-3,음봉면,표지판
1961,10825,송촌리,충청남도 아산시 음봉면 송촌리 30-1,음봉면,표지판
1962,10826,송촌리,충청남도 아산시 음봉면 송촌리 22-1,음봉면,표지판
1963,10827,열병합발전소입구,충청남도 아산시 배방읍 장재리 2046,배방읍,표지판
1964,10828,월랑초등학교,충청남도 아산시 음봉면 월랑리 709,음봉면,유개승강장
1965,10829,송남중학교 정문,충청남도 아산시 송악면 역촌리 363-6,송악면,표지판
1966,10830,송남중학교 정문,충청남도 아산시 송악면 역촌리 363-6,송악면,표지판
1967,10831,남동2반,충청남도 아산시 배방읍 공수리 1177,배방읍,표지판
1968,10832,연화마을7단지,충청남도 아산시 배방읍 장재리 1980,배방읍,표지판
1969,10833,코아루웰메이드,충청남도 아산시 배방읍 장재리 1999,배방읍,표지판
1970,10834,코아루웰메이드,충청남도 아산시 배방읍 장재리 1999,배방읍,표지판
1971,10835,기산동,충청남도 아산시 기산동 293-17,온양5동,표지판
1972,10836,기산동,충청남도 아산시 기산동 293-17,온양5동,시설없음
1973,10837,원남2리,충청남도 아산시 음봉면 원남리 11-3,음봉면,표지판
1974,10838,원남2리,충청남도 아산시 음봉면 원남리 11-3,음봉면,표지판
1975,10839,용연마을4거리,충청남도 아산시 배방읍 장재리 1967,배방읍,표지판
1976,10840,배방읍 신도시민원행정센터,충청남도 아산시 배방읍 장재리 1967,배방읍,표지판
1977,10841,동신이엔티,충청남도 아산시 둔포면 석곡리 1595,둔포면,표지판
1978,10842,동산2리 입구,충청남도 아산시 탕정면 동산리 582,탕정면,표지판
1979,10843,신정2리,충청남도 아산시 음봉면 신정리 256-14,음봉면,표지판
1980,10844,신정2리,충청남도 아산시 음봉면 신정리 256-14,음봉면,표지판
1981,10845,동산2리 입구,충청남도 아산시 탕정면 동산리 582,탕정면,시설없음
1982,10846,시전사거리,충청남도 아산시 도고면 향산리 421-2,도고면,표지판
1983,10847,시전사거리,충청남도 아산시 도고면 향산리 421-2,도고면,표지판
1984,10848,석당리부모골,충청남도 아산시 도고면 석당리 1-11,도고면,표지판
1985,10849,삼실이,충청남도 아산시 도고면 신통리 176-4,도고면,표지판
1986,10850,삼실이,충청남도 아산시 도고면 신통리 176-4,도고면,시설없음
1987,10851,용연공원,충청남도 아산시 배방읍 장재리 1967,배방읍,유개승강장
1988,10852,배방석유,충청남도 아산시 배방읍 북수리 871-13,배방읍,시설없음
1989,10853,성내2리 안골입구,충청남도 아산시 영인면 성내리 583-19,영인면,표지판
1990,10855,신정호관광지,충청남도 아산시 신정로 626,온양4동,시설없음
1991,10856,거산2리 작은성골,충청남도 아산시 송악면 외암로 30-30,송악면,표지판
1992,10857,거산2리 작은성골,충청남도 아산시 송악면 외암로 30-30,송악면,표지판
1993,10858,와산2리마을회관,충청남도 아산시 도고면 온천대로595번길 37 와산2리마을회관,도고면,시설없음
1994,10859,중방리 횟곳,충청남도 아산시 염치읍 중방리 66-1,염치읍,표지판
